Situação;Descrição;Código;"Família de Produto";"Código NCM";"Preço Unitário de Venda";"Estoque Físico";Reservado;"Estoque Disponível";Unidade;"Peso Líquido";"Peso Bruto";Altura;Largura;Profundidade;Marca;Modelo;"Dias de Garantia";"Dias de Crossdocking";"Cupom Fiscal (PDV)";Marketplace;"Tipo do Item (Bloco K)";"Origem da Mercadoria";"Preço Tabelado (Pauta)";"Produzido em Escala Relevante";"CNPJ Fabricante";Características;"Leadtime de Ressuprimento";Inclusão;"Última Alteração";"Incluído por";"Alterado por"
Inativo;"Lv. Os 12 Passos e os Exercicios Espirituais - Jim Harbaugh";5845;;4901.10.00;28,400000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Teoria da Inteligencia Segundo Tomas de Aquino - Pierre Rousselot";5844;;4901.10.00;25,100000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Filha da Fe - Dra. Gisela Savioli";5843;;4901.10.00;30,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Apostolado da Oracao Como? Por que? Para Que? - Hilda Chneider";5842;;4901.10.00;30,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Cura pela Missa - Robert Degrandis e Linda Schubert";5841;;4901.10.00;27,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Uma Vida a Servico da Humanidade Dialogos com Dom Tomas Balduino - Edicoes Loyola";5840;;4901.10.00;16,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:08";"2025-02-25 17:34:59";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Foice da Lua no Campo das Estrelas Ministrar Exequias - Evaristo Eduardo de Miranda";5838;;4901.10.00;16,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Guia Trinitario para a Escatologia - William J. La Due";5837;;4901.10.00;28,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Milenarismo e Messianismos Ontem e Hoje - Enio Jose da Costa Brito e outros";5836;;4901.10.00;14,600000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:05";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Meus Pais Meu Problema - Pe. Alirio J. Pedrini";5835;;4901.10.00;11,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:05";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Milagre Acontecem de fato - Ir. Briege Mckenna";5834;;4901.10.00;24,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:05";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Novena com as Pilulas do Beato Frei Galvao - Eva Luzia Feliciano";5833;;4901.10.00;18,200000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:00";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Ladainha do Coracao de Jesus Sabedoria em Gotas - Pe. Joaozinho";5832;;4901.10.00;23,100000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:35:01";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Dom da Profecia - Robert Degrandis";5831;;4901.10.00;10,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:01";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Repouso no Espirito Um Surpreendente e Polemico Dom do Espirito Santo - Robert DeGrandis";5830;;4901.10.00;20,600000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:01";"Ilana Antão";"Fernanda Jovial"
Inativo;"CD Tempo de Viver";583;;8523.49.10;12,285000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:19";"2025-02-25 17:35:01";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Escolas Biblicas para Jovens 7 Olhares 02- Pastoral da Juventude do Brasil";5828;;4901.10.00;5,850000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:03";"2025-02-25 17:35:01";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Tudo Posso, mas Nem Tudo me Convem - Dra. Gisela Savioli";5827;;4901.10.00;32,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:08";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Espirito vem Pelas Aguas - Marcelo Barros";5826;;4901.10.00;24,600000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Experienciar Milagres - Pe. Leo";5825;;4901.10.00;30,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:04";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"CD Lancai as Redes";582;;8523.49.10;12,280000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:19";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"CD Estrangeiro Aqui";581;;8523.49.10;12,285000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:19";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. 40 Dias de Esperanca - Pe. Hewaldo Trevisan";5802;;4901.10.00;20,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:06";"2025-02-25 17:35:02";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Biblia e Economia Servir a Deus ou ao Dinheiro - Joelle Ferry, Maurice Gilbert e outros";5801;;4901.10.00;19,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:02";"2025-02-25 17:35:03";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ordem Vida Sacerdotal - Anselm Grun";5800;;4901.10.00;13,200000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:35:03";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Batismo Celebracao da Vida - Anselm Grun";5799;;4901.10.00;15,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:02";"2025-02-25 17:35:03";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ungidos pelo Espirito - Raniero Cantalamessa";5798;;4901.10.00;21,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:08";"2025-02-25 17:35:03";"Ilana Antão";"Fernanda Jovial"
Inativo;"EB - Orando com a Biblia - Sao Francisco de Assis";579;;4901.10.00;11,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 17:28:18";"2025-02-25 17:35:03";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Oficio Divino das Comunidades II. Aberturas, Hinos, Refraos Meditativos, Acalmacoes, Respostas as Preces com Espira";5781;;4901.10.00;52,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:24";"2025-02-25 17:35:04";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Missal Romano Capa Dura";5775;;4901.10.00;224,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:23";"2025-02-25 17:35:04";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lvr. Missal Dominical Missal da Assembleia Crista Capa Dura - Paulus";5774;;4901.10.00;90,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:26";"2025-02-25 17:35:04";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lvr. Missal Dominical Missal da Assembleia Crista com Ziper - Paulus";5773;;4901.10.00;103,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:26";"2025-02-25 17:35:04";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ritual da Penitencia Capa Dura - Ave Maria";5772;;4901.10.00;51,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:25";"2025-02-25 17:35:04";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ritual de Exorcismos e Outras Suplicas";5769;;4901.10.00;34,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:25";"2025-02-25 17:35:05";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ritual de Ordenacao de Bispos, Presbiteros e Diaconos - Paulus";5753;;4901.10.00;135,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:25";"2025-02-25 17:35:05";"Ilana Antão";"Fernanda Jovial"
Inativo;"EB - Luz para os Meus Passos Vol. II";575;;4901.10.00;18,180000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 18:43:15";"2025-02-25 17:35:05";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Terra Brasilis Pre Historia e Arqueologia da Psique - Marcos Callia";5749;;4901.10.00;28,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:26";"2025-02-25 17:35:05";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Povo de Deus - Jose Comblin";5748;;4901.10.00;44,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:23";"2025-02-25 17:35:05";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Do Corpo Cintilante ao Corpo Torturado uma Igreja em Operacao Periferia - Maria Cecilia Domezi";5741;;4901.10.00;18,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:22";"2025-02-25 17:35:06";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Jesus a Historia de um Vivente - Edward Schillebeeckx";5740;;4901.10.00;106,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:22";"2025-02-25 17:35:06";"Ilana Antão";"Fernanda Jovial"
Inativo;"EB - Luz para os Meus Passos  Vol. I";574;;4901.10.00;14,940000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 18:50:43";"2025-02-25 17:35:06";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Crescendo com o Eneagrama na Espiritualidade - Domingos Cunha";5739;;4901.10.00;52,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:21";"2025-02-25 17:35:06";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. O Ser Humano em Busca de Identidade Contribuicoes para uma Antropologia Teologica - Gottfried Brakemeir";5738;;4901.10.00;25,100000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:24";"2025-02-25 17:35:06";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Curso de Filosofia - Battista Mondin";5737;;4901.10.00;44,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:21";"2025-02-25 17:35:07";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Conferencias Gerais do Episcopado Latino-Ameriaco do Rio de Janeiro a Aparecida - J. B. Libanio";5736;;4901.10.00;22,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:21";"2025-02-25 17:35:07";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Para Compreender o Documento de Aparecida o pretexto, o con-texto e o texto - Agenor Brighenti";5735;;4901.10.00;17,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:24";"2025-02-25 17:35:07";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Rastros do Sagrado - Umberto Galimberti";5734;;4901.10.00;54,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:25";"2025-02-25 17:35:07";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Filho Heroi Como Educar Criancas Eticas, Independentes, Responsaveis e Corajosas - Elisa Medhus";5732;;4901.10.00;39,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:22";"2025-02-25 17:35:07";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Reavivar a Caminhada... As Cartas de Pedro Roteiros e Orientacoes para Encontros - Centro Biblico Verbo";5730;;4901.10.00;11,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:25";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB  Vol.  V - Nossa Senhora e Vida Crista";573;;4901.10.00;16,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:18";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Agape - Padre Marcelo Rossi";5729;;4901.10.00;36,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:53:14";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. A Direcao Espiritual Pastoral do Acompanhamento Espiritual - Tomas Rodrigues Miranda";5728;;4901.10.00;61,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:20";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Amor Exigente Espiritualidade uma Nova Vida - Marina canal Caetano Drummond e Helio Caetano Drummond Filho";5727;;4901.10.00;31,200000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:00:42";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Religiao e Modernidade em Habermas - Luiz Bernardo Leite Araujo";5726;;4901.10.00;23,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:35:08";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Escritos de Filosofia V Introducao a Etica Filosofica 2 - Henrique C. de Lima Vaz";5725;;4901.10.00;25,300000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:04";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Escritos de Filosofia I Problemas de Fronteira - Henrique C. de Lima Vaz";5724;;4901.10.00;31,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:04";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Contos Crueis da Mundializacao - Kathleen Kelley Laine e Dominique Rousset";5723;;4901.10.00;15,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:03";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Jesus Cristo Medico da Minha Pessoa Colecao Kerygma 7 - TomasForrest e Jose H. Prado Flores";5720;;4901.10.00;16,600000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:05";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB  Vol.  IV - RCC e o Batismo no Espirito Santo";572;;4901.10.00;13,000000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 17:32:11";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Plenitude Humana - Joao Mohana";5719;;4901.10.00;21,700000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:35:09";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ajustamento Conjugal - Joao Mohana";5718;;4901.10.00;23,100000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:01";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Filosofia um Convite - Martin Hollis";5717;;4901.10.00;24,400000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:04";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Ontologia e Historia - Pe. Henrique C. de Lima Vaz";5716;;4901.10.00;35,100000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 17:24:07";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB  Vol. IV - Bioetica";571;;4901.10.00;16,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:48:37";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB  Vol. III - A Moral Crista";570;;4901.10.00;16,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:18";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB  Vol. II - Jesus e Sua Igreja";569;;4901.10.00;16,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:18";"2025-02-25 17:35:10";"Ilana Antão";"Fernanda Jovial"
Inativo;"FB Vol. I - Santissima Trindade";568;;4901.10.00;16,900000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-08 14:55:18";"2025-02-25 17:35:11";"Ilana Antão";"Fernanda Jovial"
Inativo;"Lv. Obras Completas de Santa Teresa do Menino Jesus e da Santa Face - Paulus";5676;;4901.10.00;95,500000;,000000;,000000;,000000;"Unidade (UN)";,000;,000;,000;,000;,000;;;0;0;Sim;Não;"99 - Outras";"Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8";;;;;0;"2025-01-27 16:24:24";"2025-02-25 17:35:11";"Ilana Antão";"Fernanda Jovial"
